Unnamed: 0,image1,image2,image3,image4,image5,loc_dirty,Is there junk?,Is there a lot of trash?,Is there a lot of garbage?,Is there a lot of waste?,Is there a lot of rubbish?,Is there any type of junk?,Is there any metal on the ground?,Is there water?,Is there grass?,Is there sand?,Are there buildings?,Are there structures?,Are there walls?,Is the ground sand?,Are there stones?,Are there houses?,Are there trees?,scaled_loc_dirty
848,1640165853065.jpg,1640165861239.jpg,1640165869168.jpg,1640165875980.jpg,1640165885741.jpg,0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.4,0.4,0.2,0.6,0.4,0.4,0.8,0.0,1.0
849,1640166100734.jpg,1640166119718.jpg,1640166129690.jpg,1640166141512.jpg,1640166155392.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.6,0.2,0.6,0.0,0.6,0.6,0.0,1.0
850,1640166269865.jpg,1640166279131.jpg,1640166287559.jpg,1640166296031.jpg,1640166303939.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.6,0.4,0.6,0.0,0.6,0.4,0.2,1.0
851,1640166491608.jpg,1640166498908.jpg,1640166507638.jpg,1640166530084.jpg,1640166541317.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.6,0.6,0.4,1.0,0.6,0.6,0.8,0.0,1.0
852,1640166774269.jpg,1640166803878.jpg,1640166816851.jpg,1640166839389.jpg,1640167060751.jpg,0,0.2,0.4,0.4,0.2,0.2,0.2,0.0,0.2,0.0,0.6,0.4,0.0,0.2,1.0,0.2,0.6,0.0,1.0
853,1640167255413.jpg,1640167262498.jpg,1640167269904.jpg,1640167279665.jpg,1640167286805.jpg,0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.4,0.2,0.4,0.4,0.0,0.4,0.4,0.8,0.6,0.0,1.0
854,1640167654792.jpg,1640167665278.jpg,1640167675759.jpg,1640167683451.jpg,1640167692408.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.6,1.0,0.2,0.0,0.6,0.4,1.0,0.0,1.0
855,1640168169320.jpg,1640168177787.jpg,1640168187967.jpg,1640168196500.jpg,1640168205780.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.2,1.0,0.8,0.6,0.4,0.2,1.0,0.0,1.0
856,1640168581924.jpg,1640168591021.jpg,1640168601152.jpg,1640168621254.jpg,1640168657505.jpg,2,0.2,0.2,0.2,0.4,0.6,0.0,0.2,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.6,0.4,1.0
857,1640171333982.jpg,1640171342772.jpg,1640171353745.jpg,1640171374626.jpg,1640171385928.jpg,1,0.2,0.4,0.2,0.4,0.4,0.2,0.0,0.0,0.0,0.6,0.2,0.0,1.0,0.4,0.4,0.2,0.0,1.0
858,1640171611363.jpg,1640171555797.jpg,1640171572911.jpg,1640171585193.jpg,1640171591723.jpg,1,0.4,0.2,0.0,0.2,0.6,0.6,0.0,1.0,0.0,1.0,0.2,0.2,0.8,1.0,0.4,0.2,0.0,1.0
859,1640171784217.jpg,1640171793985.jpg,1640171806565.jpg,1640171816457.jpg,1640171825773.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.4,0.0,0.4,0.0,0.4,0.0,0.8,0.4,0.0,1.0
860,1640171961981.jpg,1640171974400.jpg,1640171986738.jpg,1640172009187.jpg,1640172024212.jpg,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,1.0
861,1640172157013.jpg,1640172165714.jpg,1640172185848.jpg,1640172195849.jpg,1640172204836.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4,0.2,0.6,1.0,0.6,0.4,0.0,1.0
862,1640172344542.jpg,1640172355999.jpg,1640172364880.jpg,1640172379593.jpg,1640172395398.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.6,0.6,1.0,0.2,0.6,0.8,0.2,1.0
863,1640172584011.jpg,1640172591844.jpg,1640172605290.jpg,1640172618925.jpg,1640172630266.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.4,1.0,0.6,0.8,0.8,0.0,1.0
864,1640172912657.jpg,1640172920852.jpg,1640172930158.jpg,1640172938605.jpg,1640172949569.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.4,0.2,1.0,0.0,0.8,0.6,0.0,1.0
865,1640173102260.jpg,1640173109605.jpg,1640173123595.jpg,1640173133218.jpg,1640173149928.jpg,1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,0.0,0.6,0.4,0.0,0.8,0.6,0.6,0.4,0.0,1.0
866,1640173296445.jpg,1640173304439.jpg,1640173319762.jpg,1640173328070.jpg,1640173342142.jpg,1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.2,0.2,0.0,0.6,0.4,0.4,0.2,0.0,1.0
867,1640173503591.jpg,1640173513008.jpg,1640173520168.jpg,1640173529718.jpg,1640173543265.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.2,0.0,1.0,0.6,0.4,0.4,0.0,1.0
868,1640173852949.jpg,1640173861564.jpg,1640173870535.jpg,1640173880128.jpg,1640173890498.jpg,0,0.4,0.0,0.0,0.2,0.0,0.4,0.0,1.0,0.0,0.4,0.4,0.0,1.0,0.6,0.8,0.4,0.0,1.0
869,1640174127158.jpg,1640174141454.jpg,1640174150854.jpg,1640174164751.jpg,1640174175286.jpg,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.0,0.8,0.2,0.2,0.6,0.8,0.4,0.2,0.4,1.0
870,1640178625225.jpg,1640178644136.jpg,1640178658806.jpg,1640178669981.jpg,1640178678252.jpg,2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.8,0.6,0.8,0.2,0.2,1.0
871,1640178869196.jpg,1640178878855.jpg,1640178887671.jpg,1640178895856.jpg,1640178908875.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.8,0.0,0.0,0.8,1.0,0.4,0.4,0.4,1.0
872,1640179099258.jpg,1640179107176.jpg,1640179115864.jpg,1640179128470.jpg,1640179139458.jpg,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.6,0.6,0.2,0.0,0.2,1.0
873,1640179307773.jpg,1640179320071.jpg,1640179336381.jpg,1640179346496.jpg,1640179366461.jpg,2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.4,0.2,0.6,0.2,0.4,1.0
874,1639798276728.jpg,1639798285964.jpg,1639798295825.jpg,1639798308867.jpg,1639798326928.jpg,3,0.2,0.2,0.0,0.2,0.2,0.2,0.0,1.0,0.0,0.2,0.2,0.0,0.4,0.6,0.2,0.0,0.0,2.0
875,1639798640155.jpg,1639798570603.jpg,1639798553909.jpg,1639798669053.jpg,1639798678177.jpg,0,0.6,0.2,0.2,0.2,0.2,0.6,0.0,1.0,0.0,0.4,0.2,0.0,0.2,0.6,0.4,0.2,0.0,1.0
876,1639798772865.jpg,1639798782805.jpg,1639798789529.jpg,1639798800925.jpg,1639798812804.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,1.0
877,1639798933047.jpg,1639798992232.jpg,1639799000937.jpg,1639799008785.jpg,1639799017998.jpg,1,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.8,0.2,0.6,0.2,0.0,1.0
878,1639799142885.jpg,1639799160539.jpg,1639799166900.jpg,1639799175055.jpg,1639799182832.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4,0.0,0.4,1.0,0.8,0.4,0.0,1.0
879,1639799263577.jpg,1639799278831.jpg,1639799289175.jpg,1639799298655.jpg,1639799312123.jpg,0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.6,0.2,0.8,0.0,0.0,1.0
880,1639799653111.jpg,1639799665024.jpg,1639799684436.jpg,1639799699045.jpg,1639799716387.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.4,0.0,0.4,0.2,0.2,0.4,0.0,1.0
881,1639799877418.jpg,1639799897554.jpg,1639799911812.jpg,1639799933858.jpg,1639799971745.jpg,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.8,0.6,0.0,0.0,1.0
882,1639800236531.jpg,1639800254514.jpg,1639800268797.jpg,1639800275897.jpg,1639800286318.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.6,0.0,0.0,0.6,0.8,0.8,0.0,0.0,1.0
883,1639800392710.jpg,1639800403548.jpg,1639800418787.jpg,1639800426022.jpg,1639800433946.jpg,0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.8,0.0,0.0,0.4,1.0,1.0,0.0,0.0,1.0
884,1639800594801.jpg,1639800608531.jpg,1639800618752.jpg,1639800632936.jpg,1639800651534.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.2,0.2,0.0,0.4,0.2,0.4,0.2,0.0,1.0
885,1639800832658.jpg,1639800844035.jpg,1639800851130.jpg,1639800858093.jpg,1639800869563.jpg,0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.6,0.2,0.0,0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.0
886,1639800951936.jpg,1639800961036.jpg,1639800967495.jpg,1639800974975.jpg,1639800983986.jpg,1,0.0,0.0,0.0,0.0,0.0,0.4,0.2,1.0,0.0,0.2,0.0,0.0,0.4,0.2,0.4,0.0,0.0,1.0
887,1639801105268.jpg,1639801123155.jpg,1639801133532.jpg,1639801141804.jpg,1639801149558.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.8,0.2,0.6,0.8,0.0,1.0
888,1639801270448.jpg,1639801283643.jpg,1639801291847.jpg,1639801300624.jpg,1639801312454.jpg,0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.4,0.6,0.6,0.8,0.4,0.6,0.6,0.0,1.0
889,1639801411512.jpg,1639801420158.jpg,1639801437692.jpg,1639801448999.jpg,1639801455403.jpg,0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.6,0.6,0.4,0.8,0.6,0.2,0.6,0.0,1.0
890,1639801550943.jpg,1639801560646.jpg,1639801570483.jpg,1639801579228.jpg,1639801586336.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.4,0.6,0.2,0.8,0.2,0.6,0.4,0.0,1.0
891,1639801664198.jpg,1639801677435.jpg,1639801684194.jpg,1639801692885.jpg,1639801700738.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.6,0.6,0.4,0.8,0.4,0.6,0.6,0.0,1.0
892,1639801779296.jpg,1639801790969.jpg,1639801798899.jpg,1639801808825.jpg,1639801816396.jpg,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.6,1.0,0.2,1.0,0.2,1.0,1.0,0.0,1.0
893,1639801936208.jpg,1639801950668.jpg,1639801958422.jpg,1639801979734.jpg,1639801988855.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.6,0.4,0.6,0.6,0.8,0.8,0.0,1.0
894,1639802104322.jpg,1639802112888.jpg,1639802120978.jpg,1639802132398.jpg,1639802147304.jpg,0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,1.0,0.0,0.8,0.8,0.6,0.6,0.8,0.6,0.8,0.0,1.0
895,1639802262747.jpg,1639802271425.jpg,1639802278517.jpg,1639802286717.jpg,1639802293040.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,1.0,0.4,0.8,0.2,1.0,1.0,0.0,1.0
896,1639802607425.jpg,1639802613643.jpg,1639802619559.jpg,1639802627394.jpg,1639802656778.jpg,0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,1.0,0.0,1.0,0.6,0.2,0.6,1.0,0.6,0.6,0.0,1.0
897,1639802726165.jpg,1639802737708.jpg,1639802744535.jpg,1639802751886.jpg,1639802761765.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,0.0,1.0
898,1639802835688.jpg,1639802844015.jpg,1639802856259.jpg,1639802864557.jpg,1639802875080.jpg,0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.0,0.6,0.2,0.0,0.8,0.6,0.8,0.2,0.0,1.0
899,1639802996160.jpg,1639803004249.jpg,1639803012295.jpg,1639803019621.jpg,1639803025935.jpg,1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.6,0.2,0.2,0.4,0.6,1.0,0.4,0.2,1.0
900,1639803164000.jpg,1639803192056.jpg,1639803199999.jpg,1639803207143.jpg,1639803213226.jpg,0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.0,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.4,0.0,1.0
901,1639803320482.jpg,1639803327127.jpg,1639803333775.jpg,1639803342148.jpg,1639803350815.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.4,0.0,1.0,0.8,1.0,0.6,0.0,1.0
902,1639803586031.jpg,1639803598808.jpg,1639803479126.jpg,1639803487109.jpg,1639803497716.jpg,4,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.0,0.4,0.6,0.8,0.4,0.0,2.0
903,1639803743151.jpg,1639803751409.jpg,1639803759255.jpg,1639803765797.jpg,1639803795160.jpg,2,0.4,0.2,0.0,0.2,0.2,0.2,0.4,0.8,0.0,0.6,0.4,0.0,0.6,0.4,0.8,0.2,0.0,1.0
904,1639803937495.jpg,1639803945119.jpg,1639803953483.jpg,1639803961618.jpg,1639803975725.jpg,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.6,0.4,0.0,1.0,0.8,1.0,0.4,0.0,1.0
905,1639804072986.jpg,1639804081045.jpg,1639804088255.jpg,1639804096937.jpg,1639804105431.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,1.0,0.2,0.0,0.4,1.0,0.8,0.2,0.0,1.0
906,1639804193709.jpg,1639804203929.jpg,1639804213066.jpg,1639804221437.jpg,1639804228780.jpg,0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.4,0.0,0.0,0.0,0.6,0.0,1.0,0.2,0.0,1.0
907,1639804306905.jpg,1639804314689.jpg,1639804321693.jpg,1639804330307.jpg,1639804339761.jpg,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.4,0.0,0.4,0.2,0.8,0.0,1.0,0.6,0.0,1.0
908,1639804416070.jpg,1639804424049.jpg,1639804439471.jpg,1639804447021.jpg,1639804457760.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.6,0.8,0.6,0.4,0.0,1.0
909,1639804567958.jpg,1639804579038.jpg,1639804593014.jpg,1639804601355.jpg,1639804610591.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.6,0.0,1.0,0.0,0.2,1.0
910,1639806794467.jpg,1639806806030.jpg,1639806815172.jpg,1639806829320.jpg,1639806837682.jpg,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.0,1.0,0.2,0.0,1.0
911,1639806943741.jpg,1639806951758.jpg,1639806960932.jpg,1639806969525.jpg,1639806977581.jpg,0,0.2,0.4,0.2,0.4,0.2,0.2,0.4,0.8,0.6,0.4,0.0,0.0,0.8,0.2,0.8,0.6,0.0,1.0
912,1639807127295.jpg,1639807157368.jpg,1639807168714.jpg,1639807183226.jpg,1639807197792.jpg,0,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.4,0.2,0.0,1.0,0.2,1.0,0.6,0.0,1.0
913,1639807440599.jpg,1639807448633.jpg,1639807454804.jpg,1639807461653.jpg,1639807468996.jpg,0,0.2,0.4,0.2,0.2,0.4,0.4,0.4,1.0,0.0,0.2,0.2,0.0,0.4,0.2,0.6,0.2,0.0,1.0
914,1639807575524.jpg,1639807582316.jpg,1639807588294.jpg,1639807594823.jpg,1639807600731.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.8,0.0,0.0,0.2,0.4,1.0,0.2,0.0,1.0
915,1639807694761.jpg,1639807703247.jpg,1639807717606.jpg,1639807725294.jpg,1639807732667.jpg,0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.8,0.6,0.0,0.4,0.0,0.4,0.0,0.8,0.6,0.2,1.0
916,1639807819127.jpg,1639807825456.jpg,1639807834519.jpg,1639807841617.jpg,1639807849090.jpg,3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.2,0.2,0.0,0.0,1.0,0.0,1.0,0.4,0.0,2.0
917,1639807939439.jpg,1639807946214.jpg,1639807964711.jpg,1639807974368.jpg,1639807983410.jpg,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.4,0.4,0.0,0.8,0.4,0.8,0.8,0.0,1.0
918,1639808157891.jpg,1639808166574.jpg,1639808173129.jpg,1639808180505.jpg,1639808188128.jpg,0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.8,0.4,0.0,0.8,0.8,1.0,0.6,0.0,1.0
919,1639810090807.jpg,1639810098451.jpg,1639810110021.jpg,1639810119660.jpg,1639810152714.jpg,3,0.2,0.4,0.4,0.2,0.4,0.2,0.0,0.6,0.0,0.8,0.4,0.2,0.8,0.8,0.6,0.4,0.0,2.0
920,1639201600627.jpg,1639201634294.jpg,1639201644385.jpg,1639201662382.jpg,1639201694470.jpg,8,0.6,0.6,0.6,0.6,0.6,0.6,0.0,0.4,0.0,0.4,0.2,0.2,0.0,0.4,0.0,0.2,0.0,4.0
921,1639202017722.jpg,1639202031047.jpg,1639202047051.jpg,1639202060138.jpg,1639202075066.jpg,2,0.2,0.8,0.2,1.0,0.8,0.2,0.0,0.2,0.4,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0,1.0
922,1639202238609.jpg,1639202252366.jpg,1639202266137.jpg,1639202297436.jpg,1639202310599.jpg,5,0.6,0.6,0.6,0.6,0.8,0.4,0.6,0.4,0.8,0.2,0.2,0.0,0.4,0.4,0.4,0.0,0.0,3.0
923,1639202502944.jpg,1639202519341.jpg,1639202531513.jpg,1639202543186.jpg,1639202563556.jpg,3,0.4,0.8,0.2,0.6,0.6,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,2.0
924,1639203110006.jpg,1639203226063.jpg,1639203239311.jpg,1639203257683.jpg,1639203271047.jpg,3,0.2,0.4,0.4,0.4,0.2,0.2,0.8,0.0,0.6,0.0,0.6,0.0,0.8,0.0,0.8,0.8,0.0,2.0
925,1639203411600.jpg,1639203429615.jpg,1639203449489.jpg,1639203465074.jpg,1639203487801.jpg,1,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.8,0.0,0.2,0.0,0.4,0.2,0.8,0.2,0.0,1.0
926,1639204473262.jpg,1639204490946.jpg,1639204506042.jpg,1639204516052.jpg,1639204539648.jpg,2,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.6,0.2,0.0,0.4,0.2,0.2,0.0,0.2,0.4,0.4,1.0
927,1639204820447.jpg,1639204846424.jpg,1639204860307.jpg,1639204870544.jpg,1639204912410.jpg,8,0.6,0.8,0.6,0.6,0.8,0.6,0.0,0.6,0.6,0.4,0.0,0.0,0.2,0.4,0.2,0.4,0.2,4.0
928,1639205106265.jpg,1639205120748.jpg,1639205136127.jpg,1639205150190.jpg,1639205171670.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0
929,1639205397686.jpg,1639205408145.jpg,1639205428754.jpg,1639205437488.jpg,1639205461038.jpg,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.6,0.0,0.6,0.0,0.6,0.6,0.0,1.0
930,1639205626558.jpg,1639205681976.jpg,1639205691432.jpg,1639205697908.jpg,1639205741681.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,1.0,0.8,0.0,0.0,0.0,0.2,0.8,0.4,0.0,1.0
931,1639206095168.jpg,1639206106052.jpg,1639206124022.jpg,1639206142438.jpg,1639206151309.jpg,8,0.4,0.6,0.4,0.4,0.8,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,4.0
932,1639206437265.jpg,1639206446576.jpg,1639206458471.jpg,1639206470186.jpg,1639206480335.jpg,1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.2,0.4,0.0,0.4,0.4,0.4,0.4,0.2,1.0
933,1639206633763.jpg,1639206647959.jpg,1639206657314.jpg,1639206667815.jpg,1639206684421.jpg,3,0.0,0.8,0.0,0.6,0.2,0.0,0.4,0.6,0.2,0.4,0.4,0.0,0.0,0.4,0.4,0.6,0.6,2.0
934,1639207171537.jpg,1639207188573.jpg,1639207201921.jpg,1639207221516.jpg,1639207238731.jpg,2,0.2,0.8,0.4,0.6,0.8,0.2,0.0,0.6,0.0,0.4,0.0,0.0,0.2,0.6,0.0,0.0,0.0,1.0
935,1639207606614.jpg,1639207621136.jpg,1639207639109.jpg,1639207660627.jpg,1639207683208.jpg,1,0.2,0.4,0.4,0.4,0.4,0.2,0.4,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.2,1.0
936,1639208103089.jpg,1639208118527.jpg,1639208132589.jpg,1639208142938.jpg,1639208164300.jpg,4,0.6,0.8,0.6,0.8,0.6,0.6,0.8,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,2.0
937,1639208337268.jpg,1639208345582.jpg,1639208356399.jpg,1639208365151.jpg,1639208376191.jpg,1,0.2,0.2,0.2,0.4,0.2,0.2,0.4,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0
938,1639208743655.jpg,1639208754905.jpg,1639208763411.jpg,1639208779266.jpg,1639208801648.jpg,1,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.4,0.0,0.6,0.4,0.0,1.0
939,1639209324375.jpg,1639209333977.jpg,1639209345791.jpg,1639209362651.jpg,1639209377334.jpg,2,0.6,0.6,0.6,0.6,0.6,0.6,0.2,0.4,0.2,0.0,0.2,0.0,0.4,0.4,0.4,0.2,0.0,1.0
940,1639209758058.jpg,1639209771122.jpg,1639209786918.jpg,1639209815867.jpg,1639209833512.jpg,1,0.0,0.2,0.2,0.2,0.2,0.2,0.6,0.4,0.2,0.0,0.4,0.2,0.4,0.2,0.2,0.4,0.2,1.0
941,1639210219338.jpg,1639210233646.jpg,1639210244145.jpg,1639210258157.jpg,1639210271111.jpg,1,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.0
942,1639210672934.jpg,1639210684838.jpg,1639210706832.jpg,1639210724401.jpg,1639210739402.jpg,1,0.2,0.4,0.4,0.6,0.6,0.4,0.4,0.0,1.0,0.0,0.4,0.0,0.2,0.0,0.6,0.4,0.0,1.0
943,1639211287210.jpg,1639211298138.jpg,1639211308833.jpg,1639211320116.jpg,1639211334400.jpg,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,2.0
944,1639211523111.jpg,1639211547716.jpg,1639211558717.jpg,1639211570867.jpg,1639211618549.jpg,2,0.0,0.4,0.4,0.4,0.2,0.0,0.0,0.2,0.0,0.0,0.6,0.2,0.4,0.0,0.2,0.4,0.2,1.0
945,1639212094127.jpg,1639212104266.jpg,1639212115284.jpg,1639212161682.jpg,1639212193785.jpg,1,0.0,0.2,0.0,0.0,0.2,0.0,0.4,0.4,0.2,0.0,0.4,0.0,0.4,0.2,0.4,0.4,0.2,1.0
946,1639212435147.jpg,1639212446009.jpg,1639212462251.jpg,1639212476407.jpg,1639212492752.jpg,1,0.2,0.8,0.4,0.8,0.6,0.2,0.0,0.6,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,1.0
947,1639214396598.jpg,1639214450183.jpg,1639214485831.jpg,1639214571960.jpg,1639214583981.jpg,0,0.2,0.2,0.2,0.0,0.4,0.0,0.2,1.0,0.8,0.2,0.0,0.0,0.2,0.0,1.0,0.2,0.0,1.0
948,1639214739041.jpg,1639214749472.jpg,1639214761378.jpg,1639214772069.jpg,1639214783789.jpg,4,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.4,0.0,0.4,0.2,0.0,0.4,0.8,0.2,0.2,0.0,2.0
949,1639214960911.jpg,1639214981290.jpg,1639214991718.jpg,1639215005839.jpg,1639215015607.jpg,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.4,0.6,0.4,0.6,0.4,0.4,0.8,0.2,2.0
950,1639215232424.jpg,1639215245891.jpg,1639215256869.jpg,1639215266883.jpg,1639215279286.jpg,4,0.2,0.2,0.0,0.4,0.2,0.4,0.2,0.6,0.6,0.4,0.2,0.0,0.6,0.4,0.6,0.4,0.0,2.0
951,1639215851128.jpg,1639215865041.jpg,1639215886984.jpg,1639215898999.jpg,1639215926681.jpg,2,0.4,0.2,0.2,0.4,0.6,0.4,0.4,0.4,1.0,0.0,0.6,0.0,0.6,0.0,0.4,0.6,0.0,1.0
952,1639216183595.jpg,1639216194484.jpg,1639216207779.jpg,1639216220990.jpg,1639216246007.jpg,5,0.6,0.8,0.8,1.0,0.8,0.6,0.8,0.4,0.4,0.0,0.2,0.0,0.4,0.0,0.2,0.6,0.0,3.0
953,1639216680876.jpg,1639216693717.jpg,1639216709262.jpg,1639216723939.jpg,1639216741253.jpg,1,0.2,0.4,0.2,0.4,0.4,0.2,0.6,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.4,0.2,0.0,1.0
954,1639216929378.jpg,1639216939199.jpg,1639216954653.jpg,1639216964983.jpg,1639216989790.jpg,1,0.4,0.0,0.0,0.0,0.4,0.4,0.0,0.2,0.0,0.0,0.6,0.4,0.8,0.0,0.4,0.6,0.2,1.0
955,1639217409631.jpg,1639217419530.jpg,1639217434460.jpg,1639217451396.jpg,1639217462257.jpg,1,0.4,0.6,0.6,0.6,0.6,0.4,0.2,0.4,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.4,0.0,1.0
956,1639218121592.jpg,1639218105587.jpg,1639218138276.jpg,1639218148824.jpg,1639218160733.jpg,1,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.4,0.0,0.6,0.4,0.8,0.0,0.4,0.8,0.2,1.0
